	ref	object_original	trade_original	url	object	trade
309	18042878	2022年罗定市落实民生实事食品抽检工作项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18042878.htm	年罗定市落实民生实事食品抽检工作项目竞争性磋商公告	
310	18042888	济南高新技术产业开发区管理委员会遥墙街道办事处济南高新技术产业开发区管理委员会遥墙街道办事处物业管理服务项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18042888.htm	济南高新技术产业开发区管理委员会遥墙街道办事处济南高新技术产业开发区管理委员会遥墙街道办事处物业管理服务项目竞争性磋商公告	
311	18042889	什邡市自然资源和规划局大熊猫国家公园什邡片区勘界立标竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18042889.htm	什邡市自然资源和规划局大熊猫国家公园什邡片区勘界立标竞争性磋商公告	
314	18042908	礼泉县赵镇中心小学礼泉县赵镇第二幼儿园教学楼建设项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18042908.htm	礼泉县赵镇中心小学礼泉县赵镇第二幼儿园教学楼建设项目竞争性磋商公告	
322	18042952	山东省地方病防治研究所信息网络系统维保和外文文献服务系统购置项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18042952.htm	山东省地方病防治研究所信息网络系统维保和外文文献服务系统购置项目竞争性磋商公告	
324	18042958	莱西市日庄镇人民政府日庄镇乡村振兴引导资金大棚项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18042958.htm	莱西市日庄镇人民政府日庄镇乡村振兴引导资金大棚项目竞争性磋商公告	
330	18042986	佳木斯市园林事业发展中心草种采购及栽植养护竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042986.htm	佳木斯市园林事业发展中心草种采购及栽植养护竞争性谈判公告	
333	18042997	延寿县文体广电和旅游局乡村大舞台设备采购项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18042997.htm	延寿县文体广电和旅游局乡村大舞台设备采购项目竞争性磋商公告	
334	18042998	延寿县文体广电和旅游局流动舞台车采购项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18042998.htm	延寿县文体广电和旅游局流动舞台车采购项目竞争性磋商公告	
337	18043039	中共榆林市委党史研究室榆林红色历史宣传片拍摄制作项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18043039.htm	中共榆林市委党史研究室榆林红色历史宣传片拍摄制作项目竞争性谈判公告	
338	18043044	克什克腾旗达来诺日镇人民政府克什克腾旗达来诺日镇罕达罕嘎查美丽乡村建设项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043044.htm	克什克腾旗达来诺日镇人民政府克什克腾旗达来诺日镇罕达罕嘎查美丽乡村建设项目竞争性磋商公告	
341	18043054	宝鸡市陈仓区凤阁岭镇人民政府凤阁岭镇凤阁岭村苹果产业园灌溉工程竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043054.htm	宝鸡市陈仓区凤阁岭镇人民政府凤阁岭镇凤阁岭村苹果产业园灌溉工程竞争性磋商公告	
342	18043061	潍坊学院传感器技术实验平台建设项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043061.htm	潍坊学院传感器技术实验平台建设项目竞争性磋商公告	
344	18043071	临高县民政局-临高县婚姻登记场所改造项目-竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18043071.htm	临高县民政局临高县婚姻登记场所改造项目竞争性谈判公告	
346	18043074	潍坊学院机械与自动化学院硕士点建设项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043074.htm	潍坊学院机械与自动化学院硕士点建设项目竞争性磋商公告	
347	18043079	水利科普专题视频拍摄与制作服务采购采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18043079.htm	水利科普专题视频拍摄与制作服务采购采购公告	
351	18043102	潍坊学院机械与自动化学院磁悬浮技术学科建设项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043102.htm	潍坊学院机械与自动化学院磁悬浮技术学科建设项目竞争性磋商公告	
355	18043115	济南市公安局交通警察支队济南市公安局交通警察支队人身意外伤害保险服务项目 二次招标竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043115.htm	济南市公安局交通警察支队济南市公安局交通警察支队人身意外伤害保险服务项目二次招标竞争性磋商公告	
358	18043126	广州市荔湾区疫情防控转运运输服务项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043126.htm	广州市荔湾区疫情防控转运运输服务项目竞争性磋商公告	
361	18043150	自然资源资产代理试点管理信息系统平台建设竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043150.htm	自然资源资产代理试点管理信息系统平台建设竞争性磋商公告	
375	18043192	湛江市麻章区红火蚁防控药物采购项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043192.htm	湛江市麻章区红火蚁防控药物采购项目竞争性磋商公告	
376	18043194	槐荫区园林绿化服务中心2022年社会绿化应急项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043194.htm	槐荫区园林绿化服务中心年社会绿化应急项目竞争性磋商公告	
383	18043245	铁力市教育局环创文教用品(二次)竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18043245.htm	铁力市教育局环创文教用品二次竞争性谈判公告	
385	18043255	内蒙古广播电视台制播系统网络安全防护能力提升项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043255.htm	内蒙古广播电视台制播系统网络安全防护能力提升项目竞争性磋商公告	
391	18043275	内蒙古自治区环境监测总站地表水环境质量监测网水质自动监测站运维项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043275.htm	内蒙古自治区环境监测总站地表水环境质量监测网水质自动监测站运维项目竞争性磋商公告	
397	18043297	黑龙江省机关事务管理局省人才公寓项目监理服务竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043297.htm	黑龙江省机关事务管理局省人才公寓项目监理服务竞争性磋商公告	
403	18043332	2022年滕州市公安局交通警察大队施划交通标线项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043332.htm	年滕州市公安局交通警察大队施划交通标线项目竞争性磋商公告	
407	18043342	兰陵县2021年老旧小区整治改造项目-碧翠苑A区追加项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043342.htm	兰陵县年老旧小区整治改造项目碧翠苑区追加项目竞争性磋商公告	
408	18043345	兰陵县2022年老旧小区整治改造项目雨污分流工程竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043345.htm	兰陵县年老旧小区整治改造项目雨污分流工程竞争性磋商公告	
413	18043370	泸州市卫生和计划生育监督执法支队特种专业技术用车采购(二次)竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043370.htm	泸州市卫生和计划生育监督执法支队特种专业技术用车采购二次竞争性磋商公告	
416	18043390	2022年滕州市公安局交通警察大队道路安全设施新增及维护项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043390.htm	年滕州市公安局交通警察大队道路安全设施新增及维护项目竞争性磋商公告	
417	18043398	牡丹江医学院附属红旗医院重大疫情基地建设项目全过程服务竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043398.htm	牡丹江医学院附属红旗医院重大疫情基地建设项目全过程服务竞争性磋商公告	
422	18043412	曹县公安局DNA实验室耗材采购项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043412.htm	曹县公安局实验室耗材采购项目竞争性磋商公告	
424	18043425	自然灾害救灾物资采购竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043425.htm	自然灾害救灾物资采购竞争性磋商公告	
426	18043437	光明办事处蔬菜1、2号院等八个老旧小区改造设计施工总承包竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043437.htm	光明办事处蔬菜号院等八个老旧小区改造设计施工总承包竞争性磋商公告	
427	18043438	乌苏市政务服务中心关于第一中学关于2022年改造普通高中学校改善办学条件补助资金建设项目的竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043438.htm	第一中学关于年改造普通高中学校改善办学条件补助资金建设项目的竞争性磋商公告	
428	18043440	光明办事处协力院等四个老旧小区改造设计施工总承包竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043440.htm	光明办事处协力院等四个老旧小区改造设计施工总承包竞争性磋商公告	
432	18043444	光明办事处信用社院等三个老旧小区改造设计施工总承包竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043444.htm	光明办事处信用社院等三个老旧小区改造设计施工总承包竞争性磋商公告	
434	18043452	城市书房建设智能安全监测及电子智能借阅系统采购项目		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043452.htm	城市书房建设智能安全监测及电子智能借阅系统采购项目	
436	18043455	黑龙江省民政职业技术学校实训室设备购置竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043455.htm	黑龙江省民政职业技术学校实训室设备购置竞争性磋商公告	
437	18043458	陕西省机关事务服务中心智慧机关事务管理平台一期建设竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043458.htm	陕西省机关事务服务中心智慧机关事务管理平台一期建设竞争性磋商公告	
450	18043517	2022年番禺区排污许可证证后管理技术支持服务采购项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043517.htm	年番禺区排污许可证证后管理技术支持服务采购项目竞争性磋商公告	
453	18043547	渚河办天水小区老旧小区改造设计施工总承包竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043547.htm	渚河办天水小区老旧小区改造设计施工总承包竞争性磋商公告	
456	18043554	哈尔滨铁路运输法院物业管理服务竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18043554.htm	哈尔滨铁路运输法院物业管理服务竞争性谈判公告	
457	18043557	渚河办农林路316号院、朝阳院等4个老旧小区改造设计施工总承包竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043557.htm	渚河办农林路号院朝阳院等个老旧小区改造设计施工总承包竞争性磋商公告	
460	18043568	鸡西实验中学学校宿舍楼改造工程竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18043568.htm	鸡西实验中学学校宿舍楼改造工程竞争性谈判公告	
461	18043569	渚河办润泽小区老旧小区改造设计施工总承包竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043569.htm	渚河办润泽小区老旧小区改造设计施工总承包竞争性磋商公告	
465	18043577	高州市沙田镇驻镇帮镇扶村项目龙眼大道改造（一期）工程竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043577.htm	高州市沙田镇驻镇帮镇扶村项目龙眼大道改造一期工程竞争性磋商公告	
471	18043595	罗城头街道育德花园北院等三个老旧小区改造设计施工总承包竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043595.htm	罗城头街道育德花园北院等三个老旧小区改造设计施工总承包竞争性磋商公告	
472	18043596	罗城头街道农大家属院等二个老旧小区改造设计施工总承包竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043596.htm	罗城头街道农大家属院等二个老旧小区改造设计施工总承包竞争性磋商公告	
473	18043601	罗城头街道河北工程大学家属院等四个老旧小区改造设计施工总承包竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043601.htm	罗城头街道河北工程大学家属院等四个老旧小区改造设计施工总承包竞争性磋商公告	
474	18043605	福州市长乐区自然资源和规划局数字长乐地理信息公共服务平台运维服务项目采购公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043605.htm	福州市长乐区自然资源和规划局数字长乐地理信息公共服务平台运维服务项目采购公告	
478	18043618	山东商业职业技术学院零星维修项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043618.htm	山东商业职业技术学院零星维修项目竞争性磋商公告	
479	18043619	海阳市人民医院PACS存储采购项目竞争性谈判公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18043619.htm	海阳市人民医院存储采购项目竞争性谈判公告	
482	18043636	经济稳增长服务采购项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043636.htm	经济稳增长服务采购项目竞争性磋商公告	
483	18043646	潍坊市2022年创业大赛组织策划和第七届潍坊市大学生创新创业大赛组织策划项目竞争性磋商公告		http://www.ccgp.gov.cn/cggg/dfgg/jzxcs/202206/t20220608_18043646.htm	潍坊市年创业大赛组织策划和第七届潍坊市大学生创新创业大赛组织策划项目竞争性磋商公告	
