	ref	object_original	trade_original	url	object	trade
136	18040867	某部设施设备技术检查服务供应商项目竞争性谈判公告	工程/专业施工/消防工程和安防工程,服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18040867.htm	某部设施设备技术检查服务供应商项目竞争性谈判公告	服务
137	18040923	新疆医科大学第二附属医院免疫检测试剂采购项目竞争性谈判公告	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18040923.htm	新疆医科大学第二附属医院免疫检测试剂采购项目竞争性谈判公告	货物
139	18040967	广西机电设备招标有限公司关于生物重点实验室设备采购(GXZC2022-J1-001547-JDZB)竞争性谈判公告	货物/专用设备/专用仪器仪表/教学专用仪器	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18040967.htm	生物重点实验室设备采购竞争性谈判公告	货物
141	18041026	梅州市第三人民医院负压救护车及配套设备采购项目（重招）竞争性谈判公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041026.htm	梅州市第三人民医院负压救护车及配套设备采购项目重招竞争性谈判公告	货物
142	18041031	依干其镇凤泉社区党群服务中心项目竞争性谈判公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041031.htm	依干其镇凤泉社区党群服务中心项目竞争性谈判公告	工程
143	18041066	HIS备份系统竞争性谈判公告	货物/通用设备/办公设备/复印机	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041066.htm	备份系统竞争性谈判公告	货物
144	18041084	唐山市丰润区某单位震毁路、卵石路建设采购项目竞争性谈判公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041084.htm	唐山市丰润区某单位震毁路卵石路建设采购项目竞争性谈判公告	工程
145	18041144	秦皇岛市公安局海港分局车辆管理处所辖停车场承包服务项目（二次）竞争性谈判公告	服务/租赁服务（不带操作员）/其他租赁服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041144.htm	秦皇岛市公安局海港分局车辆管理处所辖停车场承包服务项目二次竞争性谈判公告	服务
146	18041148	广西国泰招标咨询有限公司执法记录仪4G流量采购（GTADA3J2022168）竞争性谈判公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041148.htm	广西国泰招标咨询有限公司执法记录仪流量采购竞争性谈判公告	服务
147	18041157	昆山市巴城镇建设局关于巴城镇农房翻建管理（华社村、东岳村）监理的竞争性谈判公告	服务/工程咨询管理服务/工程监理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041157.htm	巴城镇农房翻建管理华社村东岳村监理的竞争性谈判公告	服务
148	18041165	门急诊医生工作站竞争性谈判公告	货物/通用设备/办公设备/复印机	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041165.htm	门急诊医生工作站竞争性谈判公告	货物
149	18041176	厦门方信-竞争性谈判-FX2022-SH164-一间舞蹈教室-采购公告	货物/土地、建筑物及构筑物/建筑物/其他用房	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041176.htm	厦门方信竞争性谈判一间舞蹈教室采购公告	货物
151	18041233	昆山市巴城镇建设局关于巴城镇农房翻建管理（新开河村、绰墩山村、东阳澄湖村、巴城湖村）监理的竞争性谈判公告	服务/工程咨询管理服务/工程监理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041233.htm	巴城镇农房翻建管理新开河村绰墩山村东阳澄湖村巴城湖村监理的竞争性谈判公告	服务
152	18041340	细颗粒物组分网自动监测站房采购项目竞争性谈判公告	货物/土地、建筑物及构筑物/建筑物/其他用房	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041340.htm	细颗粒物组分网自动监测站房采购项目竞争性谈判公告	货物
156	18041414	江西信衡招标咨询有限公司关于临川经济开发区洪水影响评估服务项目竞争性谈判公告	服务/商务服务/资产及其他评估服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041414.htm	临川经济开发区洪水影响评估服务项目竞争性谈判公告	服务
157	18041422	江西信衡招标咨询有限公司关于临川经济开发区压覆重要矿产评估服务项目竞争性谈判公告	服务/商务服务/资产及其他评估服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041422.htm	临川经济开发区压覆重要矿产评估服务项目竞争性谈判公告	服务
158	18041466	西林县水电工程管理站广西西林县板桥河山洪沟治理工程(二期)竞争性谈判公告	工程/构筑物施工/水利工程施工/山洪防御工程施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041466.htm	西林县水电工程管理站广西西林县板桥河山洪沟治理工程二期竞争性谈判公告	工程
160	18041517	清原县2022年一事一议财政奖补村内道路建设工程（三标段）监理服务竞争性谈判公告	服务/工程咨询管理服务/工程监理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041517.htm	清原县年一事一议财政奖补村内道路建设工程三标段监理服务竞争性谈判公告	服务
162	18041529	黑龙江省安心食品集团有限责任公司芽菜车间制冷设备采购项目二次竞争性谈判公告	货物/通用设备/机械设备/制冷空调设备/冷库制冷设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041529.htm	黑龙江省安心食品集团有限责任公司芽菜车间制冷设备采购项目二次竞争性谈判公告	货物
164	18041565	昌吉边境管理支队聘请法律顾问项目竞争性谈判三次公告	服务/商务服务/法律服务/其他法律服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041565.htm	昌吉边境管理支队聘请法律顾问项目竞争性谈判三次公告	服务
165	18041570	超声探头穿刺架谈判邀请书2022-JL13（03）-W30120	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041570.htm	超声探头穿刺架谈判邀请书	货物
166	18041582	某单位非单一来源设备溯源机构遴选（二次）竞争性谈判公告	服务/专业技术服务/技术测试和分析服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041582.htm	某单位非单一来源设备溯源机构遴选二次竞争性谈判公告	服务
167	18041606	某系统配套设备设施应急采购竞争性谈判	货物/通用设备/计算机设备及软件/计算机设备/服务器,货物/通用设备/计算机设备及软件/计算机设备/其他计算机设备,货物/通用设备/计算机设备及软件/计算机网络设备/交换设备/其他交换设备,	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041606.htm	某系统配套设备设施应急采购竞争性谈判	货物
168	18041610	昆山经济技术开发区蓬朗社区卫生服务中心体检中心改造竞争性谈判公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041610.htm	昆山经济技术开发区蓬朗社区卫生服务中心体检中心改造竞争性谈判公告	工程
169	18041619	泉州市洛江区城市管理局万安中心小学西侧街头绿地喷灌智慧升级改造服务类采购项目竞争性谈判公告	服务/水利管理服务/其他水利管理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041619.htm	泉州市洛江区城市管理局万安中心小学西侧街头绿地喷灌智慧升级改造服务类采购项目竞争性谈判公告	服务
170	18041620	局部振动治疗仪（第三次）谈判邀请书2021-JL13(03)-W30548	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041620.htm	局部振动治疗仪第三次谈判邀请书	货物
171	18041651	全自动蛋白质印迹杂交系统（第三次）谈判邀请书2021-JL13(03)-W30562	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041651.htm	全自动蛋白质印迹杂交系统第三次谈判邀请书	货物
172	18041666	昆山市兵希中学2022年扩班教室改造竞争性谈判公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041666.htm	昆山市兵希中学年扩班教室改造竞争性谈判公告	工程
173	18041679	便携式肺功能检测仪谈判邀请书2022-JL13(03)-W30187	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041679.htm	便携式肺功能检测仪谈判邀请书	货物
174	18041721	便携式电化学分析仪谈判邀请书2021-JL13(03)-W30247	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041721.htm	便携式电化学分析仪谈判邀请书	货物
175	18041748	井堰村环境卫生综合治理采购项目竞争性谈判公告	服务/环境服务/其他环境治理服务/其他环境治理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041748.htm	井堰村环境卫生综合治理采购项目竞争性谈判公告	服务
176	18041759	北京某部队训练场工程（二次）竞争性谈判公告	工程/其他建筑工程,工程/建筑物施工/其他建筑物施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041759.htm	北京某部队训练场工程二次竞争性谈判公告	工程
177	18041770	肠道微生态测定仪谈判邀请书2021-JL13(03)-W30249	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041770.htm	肠道微生态测定仪谈判邀请书	货物
178	18041803	西安胡同856号办公楼加固维修项目竞争性谈判公告	工程/建筑物施工/生产用房施工/建筑业用房施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041803.htm	西安胡同号办公楼加固维修项目竞争性谈判公告	工程
179	18041805	国义招标股份有限公司高通量基因测序仪设备采购（GXZC2022-J1-001574-GYZB）竞争性谈判公告	货物/专用设备/专用仪器仪表/其他专用仪器仪表	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041805.htm	国义招标股份有限公司高通量基因测序仪设备采购竞争性谈判公告	货物
180	18041821	多体位医用诊疗床（第二次）谈判邀请书2021-JL13(03)-W30256	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041821.htm	多体位医用诊疗床第二次谈判邀请书	货物
181	18041842	珠海市香洲区湾仔街道办事处啤口村增设儿童设施采购项目竞争性谈判采购公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041842.htm	珠海市香洲区湾仔街道办事处啤口村增设儿童设施采购项目竞争性谈判采购公告	货物
182	18041849	巨鹿县大麓市政工程有限公司2021-2022年度巨鹿县集中供热煤炭采购项目（第九批）二次竞争性谈判公告	货物/矿与矿物/煤炭采选产品/原煤	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041849.htm	巨鹿县大麓市政工程有限公司年度巨鹿县集中供热煤炭采购项目第九批二次竞争性谈判公告	货物
183	18041873	厦门华沧-竞争性谈判-2022-HCJZ-SH520-血球计数仪-采购公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041873.htm	厦门华沧竞争性谈判血球计数仪采购公告	货物
185	18041933	宁德市蕉城区文体和旅游局“清新福建、山海宁德”蕉城全域旅游推介会服务采购项目竞争性谈判公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041933.htm	宁德市蕉城区文体和旅游局清新福建山海宁德蕉城全域旅游推介会服务采购项目竞争性谈判公告	服务
186	18041980	福建省泉州第五中学泉州五中城东校区健身场地建设项目竞争性谈判公告	货物/专用设备/体育设备/健身设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18041980.htm	福建省泉州第五中学泉州五中城东校区健身场地建设项目竞争性谈判公告	货物
188	18042033	某部宿舍楼综合整治项目竞争性谈判公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042033.htm	某部宿舍楼综合整治项目竞争性谈判公告	工程
189	18042059	成都某部训练教室建设工程竞争性谈判公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042059.htm	成都某部训练教室建设工程竞争性谈判公告	工程
192	18042108	新疆塔城光伏更换直流系统220V蓄电池组项目竞争性谈判公告	货物/通用设备/电气设备/电源设备/电池组/蓄电池及充电装置	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042108.htm	新疆塔城光伏更换直流系统蓄电池组项目竞争性谈判公告	货物
193	18042116	湖北省博物馆2022年消防器材更新和药剂更换项目竞争性谈判公告	货物/专用设备/政法、检测专用设备/消防设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042116.htm	湖北省博物馆年消防器材更新和药剂更换项目竞争性谈判公告	货物
194	18042125	厦门正通和-竞争性谈判-2022-ZTH132-深部微波治疗仪采购公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042125.htm	厦门正通和竞争性谈判深部微波治疗仪采购公告	货物
195	18042146	漳州卫生职业学院护理系2022-2023学年学生实训耗材采购项目竞争性谈判公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042146.htm	漳州卫生职业学院护理系学年学生实训耗材采购项目竞争性谈判公告	货物
197	18042261	厦门政采-竞争性谈判-ZC2022-834-指挥情报中心采购2台无人机及相关配套挂载设备-采购公告	货物/专用设备/航空器及其配套设备/飞行器	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220608_18042261.htm	厦门政采竞争性谈判指挥情报中心采购台无人机及相关配套挂载设备采购公告	货物
